Tiếng Việt,Tiếng BaNa
"Chú trọng công tác phát triển đảng viên, tiếp tục thực hiện Nghị quyết số 18 của BCH TƯ Đảng Khóa XII về sắp xếp bộ máy tinh gọn, hoạt động hiệu quả, đẩy mạnh củng cố xây dựng tổ chức cơ sở Đảng trong sạch vững mạnh, nâng cao năng lực lãnh đạo và sức chiến đấu của tổ chức cơ sở Đảng","Ngo hnhei tôdrong pôjing ñang vieân, ling lang pôm Nghi quyeât ksoâ 18 ñông Khul chaâp hanh TÖ Ñang khoa XIII lôm sap xeâp boâ may alöng, pôm ôi thu yok, jôraê deâh cung coâ tôjung pôm toâ chöc cô sô Ñang uoâl ieâl kôjaêp, poâk xuoân tôdrong pôgôl oeng jaêng tôplah ñông toâ chöc cô sô Ñang"
"Triển khai có hiệu quả nội dung học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh về nêu cao tinh thần trách nhiệm chống chủ nghĩa cá nhân gắn với thực hiện các chỉ thị, nghị quyết của Trung ương về xây dựng Đảng","Pônhroh ôi thu yok tôdrong hok tôp oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM lôm poâk xuoân nöih sôngöm trach nhieâm dôt chu nghia kôdih ôkôu pôtep adring pôm rim chi thi, nghi quyeât ñông Trung öông lôm tôjung pôm Ñang"
"Dịp này, Huyện ủy Vĩnh Thạnh cũng đã dành thời gian triển khai nội dung Chỉ thị 35 ngày 30.5.2019 của Bộ Chính trị và Kế hoạch thực hiện Chỉ thị 35 của Huyện ủy Vĩnh Thạnh về đại hội đảng bộ các cấp tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng","Maêng maê anu, Huyeân uy Vinh Thanh kung jôh sö jônang pônhroh noâi dung chi thi 35 naêr 30/5/2019 ñông Boâ chinh tri oeng glong pônhroh pôm chi thi 35 ñông Huyeân uy Vinh Thanh lôm Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang"
"Phát biểu kết luận hội nghị, đồng chí Hồ Xuân Ánh - Tỉnh ủy viên, Bí thư Huyện ủy nhấn mạnh những kết quả đạt được và hạn chế trong công tác lãnh đạo, chỉ đạo tổ chức thực hiện nhiệm vụ chính trị 9 tháng đầu năm, đồng thời chỉ ra một số nhiệm vụ công tác trọng tâm của 3 tháng cuối năm 2019","Pôñam bôl atuch Hoâi nghi, ñ/c Hoâ Xuaân Anh – Tinh uy vieân, Bi thö Huyeân uy pôñam deâh rim thu yok ñat ñei oeng tôdrong han cheâ lôm tôdrong pôgôl pôlok pôm tôdrong chinh tri 9 khei kôl sônaêm, thoi noh pôchi lech minh ksoâ tôdrong pôm pôgloh ñông 3 khei atuch sônaêm 2019"
"Giao nhiệm vụ cho các tổ chức cơ sở Đảng tập trung lãnh đạo thực hiện thắng lợi các nhiệm vụ kinh tế - xã hội, định hướng tư tưởng đảm bảo sự ổn định, thống nhất trong Đảng và sự đồng thuận trong nhân dân","Pôjao tôdrong pôm aên rim toâ chöc cô sô Ñang pônhoâm pôgôl pôm thaêng lôi rim tôdrong kinh teâ xa hoâi, ñinh höông nöih sôngöm tômaên tôl tôdrong alöng lôm Ñang oeng tôdrong kô waê ñông kon tôring"
"Đẩy mạnh củng cố xây dựng tổ chức cơ sở Đảng trong sạch vững mạnh, nâng cao năng lực lãnh đạo và sức chiến đấu của tổ chức cơ sở Đảng","Jôraê deâh cung coâ tôjung pôm toâ chöc cô sô Ñang uoâl ieâl kôjaêp, poâk xuoân tôdrong pôgôl oeng jaêng tôplah ñông toâ chöc cô sô Ñang"
"Về công tác chuẩn bị Đại hội Đảng bộ các cấp tiến tới Đại hội XIII của Đảng, đồng chí Bí thư Huyện ủy đề nghị các đại biểu cần tiếp thu nghiêm túc và triển khai thực hiện tốt Chỉ thị số 35 ngày 30/5/2019 của Bộ Chính trị về Đại hội Đảng bộ các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XIII của Đảng","Lôm tôdrong goâ ñech Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi XIII ñông Ñang, ñ/c Bi thö huyeân uy pôkaê rim naê ma pôgôl waê tieâp thu tôpaê oeng pônhroh pôm hôgei chi thi ksoâ 35 naêr 30/5/2019 ñông Boâ chinh tri lôm Ñai hoâi Ñang boâ rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang"
"Xây dựng kế hoạch tổ chức đại hội các chi bộ, đảng bộ; chuẩn bị tốt công tác nhân sự cấp ủy đảm bảo chặt chẽ, đúng điều lệ, quy chế, quy định. Từ đó, tạo sự thống nhất cao về ý chí và hành động, lãnh đạo, chỉ đạo thực hiện tốt công tác chuẩn bị về mọi mặt để tổ chức thành công Đại hội Đảng các cấp tiến tới Đại hội Đại biểu toàn quốc lần thứ XIII của Đảng và thực hiện tốt nhiệm vụ chính trị của địa phương, đơn vị","Tôjung pôm glong pônhroh pôlok ñai hoâi rim chi boâ, ñang boâ; goâ ñech hôgei tôdrong nhaân sö kôp uy tômaên tôl kôjaêp, trô tro tôdrong. Ñông noh, pôm tôdrong thoâng nhaât lôm nöih sôngöm oeng tôdrong pôm, pôgôl pôm hôgei tôdrong goâ ñech lôm ñi ñaêng rim tôdrong sö pôlok keh kong Ñai hoâi Ñang rim kôp naêm truh Ñai hoâi Ñai bieâu toan quoâc maêng maê XIII ñông Ñang oeng pôm hôgei tôdrong chinh tri ñông cham pôlei, ñôn vi"
"Thực hiện Chỉ thị số 35, ngày 30/5/2019 của Bộ Chính trị “về đại hội đảng bộ các cấp tiến tới Đại hội đại biểu toàn quốc lần thứ XIII của Đảng”, Ban Chấp hành Đảng bộ huyện đã ban hành Kế hoạch số 66-KH/TU, ngày 19.8.2019 về triển khai thực hiện đại hội đảng bộ các cấp","Pôm chi thi ksoâ 35 naêr 30/5/2019 ñông Boâ chinh tri lôm Ñai hoâi ñang boâ rim kôp naêm truh Ñai hoi ñai bieâu toan quoâc maêng maê XIII ñông Ñang, Khul chaâp hanh Ñang boâ huyeân jôh aên lech glong pônhroh ksoâ 66-KH/TU, naêr 19/8/2019 lôm pônhroh pôm ñai hoâi ñang boâ rim kôp"
"Theo đó, Huyện ủy xác định Đại hội đảng bộ từ huyện đến cơ sở thực hiện 04 nội dung: Tổng kết việc thực hiện nghị quyết đại hội đảng bộ, chi bộ nhiệm kỳ 2015 - 2020 và xác định phương hướng, mục tiêu, nhiệm vụ, giải pháp của đảng bộ, chi bộ nhiệm kỳ 2020 - 2025","Boi noh, Huyeân uy pôtho khan Ñai hoâi ñang boâ ñông huyeân truh cô sô pôm 04 tôdrong: Toâng keât tôdrong pôm nghi quyeât ñai hoâi ñang boâ, chi boâ nhieâm ky 2015 – 2020 oeng pôtho khan tôdrong pôm ñông ñang boâ, chi boâ nhieâm ky 2020 – 2025"
"Thảo luận, đóng góp ý kiến vào dự thảo các văn kiện Đại hội đại biểu toàn quốc lần thứ XIII của Đảng và dự thảo văn kiện đại hội đảng cấp trên trực tiếp","Pôñam bôl, pôgop y kieân tômöt dö thao rim vaên kieân ñai hoâi ñai bieâu toan quoâc maêng maê XIII ñông Ñang oeng dö thao vaên kieân ñai hoâi ñang kôp kôpöng trök tieâp"
"Bầu ban chấp hành đảng bộ, chi bộ nhiệm kỳ 2020 - 2025","Bôu khul chôp hanh ñang boâ, chi boâ nhieâm ky 2020 – 2025"
Bầu đoàn đại biểu dự đại hội đảng bộ cấp trên,Bôu khul naê ma pôgôl dö ñai hoâi ñang boâ kôp kôpöng
"Những nơi có khó khăn liên quan đến công tác nhân sự, được cấp ủy có thẩm quyền đồng ý thì tiến hành đại hội với 3 nội dung, chưa thực hiện nội dung thứ 3 về bầu cấp ủy khóa mới","Rim dô no hrat tônap lieân quan truh tôdong nhaân sö, ñei kôp uy ôi thaâm quyeân ñoâng y thi pôlok ñai hoâi adring 03 tôdrong, ñim pôm tôdrong maêng maê 3 lôm bôu kôp uy khoa anao"
"Về thời gian tiến hành đại hội: Đại hội các chi bộ trực thuộc đảng bộ cơ sở không quá 1 ngày, tổ chức trong quý I năm 2020 và hoàn thành trước ngày 31.3.2020","Lôm jônang pôlok ñai hoâi: Ñai hoâi rim chi boâ trök thuoâc ñang boâ cô sô bi loi 01 naêr, pôlok lôm quy I sônaêm 2020 oeng keh kong adrol naêr 31/3/2020"
"Đại hội chi bộ cơ sở không quá 1 ngày, đại hội đảng bộ cấp cơ sở không quá 2 ngày; bắt đầu từ tháng 4/2020, hoàn thành trước ngày 30/6/2020","Ñai hoâi chi boâ cô sô bi loi 01 naêr, ñai hoâi ñang boâ cô sô bi loi 02 naêr; pôlok pôm ñông khei 4/2020, keh kong adrol naêr 30/6/2020"
Đại hội đại biểu Đảng bộ huyện lần thứ XVIII dự kiến tổ chức vào tháng 8 năm 2020,Ñai hoâi ñai bieâu Ñang boâ huyeân maêng maê XVIII pôtho khan pôlok tômöt khei 8/2020
"Thực hiện học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh, Hội LHPN xã Vĩnh Kim đã gắn việc tiếp tục đẩy mạnh học tập và làm theo gương Bác với phong trào thi đua của Hội cho 6/6 chi hội cơ sở","Pôm tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM, Hoâi LHPN xa Vinh Kim jôh pôtep tôdrong ling lang jôraê deâh hok tôp oeng pôm boi Naê Hoâ adring trong glong tôjroh ñông Hoâi aên 6/6 chi hoâi cô sô"
"Theo chị Đinh Thị Ngay, Chủ tịch Hội LHPN xã Vĩnh Kim cho biết, hiện nay toàn Hội có hơn 95% hội viên là người đồng bào Bana","Boi mai Ñinh Thi Ngay, Chu tich Hoâi LHPN xaõ Vinh Kim aên aleâ, ahrei lôm hoâi ôi loi 95% mai oh la bôngai kon koâng"
"Hàng năm, Hội đều tổ chức cho chị em học tập các nội dung của phong trào thi đua “Phụ nữ tích cực học tập, lao động sáng tạo, xây dựng gia đình hạnh phúc” gắn với vận động hội viên học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm cụ thể","Rim sônaêm, hoâi hôdôi pôlok aên mai oh hok tôp rim tôdrong ñông trong glong tôjroh mai oh pôjaêng hok tôp, pôm sang tao, tôjung pôm unh hnam alöng lieâm pôtep adring krao akom mai oh hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông rim tôdrong pôm tôpaê"
"Trong đó, có mô hình thực hành tiết kiệm",Lôm noh ôi moâ hinh pôm amaên jeân
"Một trong những mô hình thực hành tiết kiệm, được nhiều chị em hưởng ứng là tiết kiệm tại chi hội với nhiều hình thức như: nuôi heo đất tiết kiệm tại chi hội, xây dựng hũ gạo tình thương, tiết kiệm từ nguyên vật liệu phế thải","Minh lôm rim moâ hinh pôm amaên jeân ñei lö mai oh höông öng la amaên jeân dô no chi hoâi adring lö tôdrong in: rong nung the amaên lôm chi hoâi, tôjung pôm hu pheâ amem, amaên ñông nguyeân vaât lieâu pheâ thai"
Chi hội phụ nữ Làng K6 là một điển hình,Chi hoâi mai oh pôlei K6 la minh ñieân hinh
"Là một Chi hội Phụ nữ miền núi, đời sống chị em còn nhiều khó khăn","La minh chi hoâi mai oh apung koâng, tôdrong yaêl arih mai oh araê lö hrat tônap"
"Thời gian qua, Chi hội phụ nữ làng K6 xã Vĩnh Kim luôn tích cực vận động hội viên học tập và làm theo Bác bằng nhiều hình thức","Jônang anu yuoâ ôu, chi hoâi mai oh pôlei K6, xa Vinh Kim dech pôjaêng krao akom mai oh hok oeng pôm boi Naê Hoâ ñông lö tôdrong"
"Hàng năm, Chi hội đều tổ chức cho chị em học tập 3 nội dung của phong trào thi đua “Phụ nữ tích cực học tập, lao động sáng tạo, xây dựng gia đình hạnh phúc” và vận động hội viên thực hiện làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh bằng những việc làm cụ thể","Rim sônaêm, chi hoâi hôdôi pôlok aên mai oh hok tôp 3 tôdrong ñông trong glong tôjroh mai oh pôjaêng hok tôp, pôm sang tao, tôjung pôm unh hnam alöng lieâm oeng krao akom mai oh hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông rim tôdrong pôm cu theâ"
"Qua đó, có 89 hội viên tham gia mô hình tiết kiệm và xây dựng hũ gạo tình thương với số tiền gần 7 triệu đồng và 297 kg gạo","Qua noh, ôi 89 mai oh adring pôm moâ hinh amaên oeng tôjung pôm hu pheâ amem adring ksoâ jeân jeâ 7 trieâu ñoâng oeng 297 kg pheâ"
"Với số tiền, gạo thu được từ các mô hình trên, chi hội đã giúp đỡ cho 5 hội viên phụ nữ khó khăn trong chi hội mượn đầu tư sản xuất","Adring ksoâ jeân, pheâ thu ñei ñông rim moâ hinh, chi hoâi jôh tôgum aên 5 mai oh hrat tônap lôm chi hoâi vei tôgum choh jang"
"Ngoài ra, từ năm 2016 đến nay, các chị em trong xã đã tiết kiệm được với số tiền trên 18 triệu đồng và 650 kg gạo","Minh kôpah, ñông sônaêm 2016 truh ahrei, rim mai oh lôm xa jôh amaên ñei adring ksoâ jeân loi 18 trieâu ñoâng oeng 650 kg pheâ"
Có nhiều hội viên tham gia phong trào thi đua làm theo Bác tiết kiệm giúp nhau giảm nghèo bền vững với số tiền thu về gần 30 triệu đồng,Ôi lö mai oh adring pôm trong glong tôjroh pôm boi Naê Hoâ amaên tôgum adring tôjul dônuh kôjaêp adring ksoâ jeân thu söt jeâ 30 trieâu ñoâng
"Với số tiền, gạo thu được thông qua thực hiện các mô hình trên, năm qua các chi hội cơ sở đã giúp đỡ cho nhiều hội viên phụ nữ khó khăn mượn đầu tư sản xuất và đem lại hiệu quả, góp phần ổn định đời sống","Adring ksoâ jeân, pheâ thu ñei thoi qua pôm rim moâ hinh, sônaêm anu yuoâ ôu, rim chi hoâi cô sô jôh tôgum aên lö mai oh hrat tônap vei tôgum choh jang oeng chaêp aên thu yok, pôgop tôdrong alöng tôdrong yaêl arih"
"Ngoài những hình thức vận động thường xuyên nói trên, trong những năm qua, Hội còn triển khai cho hội viên đăng ký thực hiện mô hình gia đình 5 không 3 sạch và tổ phụ nữ 3 sạch","Minh kôpah rim tôdrong krao akom dech khan noh, lôm lö sônaêm anu yuoâ ôu, Hoâi araê pônhroh aên mai oh ñaêng ky pôm moâ hinh unh hnam 5 bi 3 uoâil ieâk oeng kôtum mai oh 3 uoâil ieâl"
"Tổ chức nhiều hoạt động hỗ trợ phụ nữ vươn lên thoát nghèo và làm giàu chính đáng, góp phần tích cực vào việc xóa đói giảm nghèo tại địa phương","Pôlok lö tôdrong tôgum mai oh kjung ñi dônuh oeng pôm bôdrong trô tro, pôgop tôdrong pôjaêng tômöt tôdrong tuk bôngot dônuh lôm cham pôlei"
"Có thể thấy, việc học tập và làm theo tư tưởng, đạo đức, phong cách Hồ Chí Minh của Hội phụ nữ xã Vĩnh Kim, đã và đang tạo thành phong trào thi đua sôi nổi, góp phần làm cho việc làm theo lời Bác thực sự mang lại ý nghĩa thiết thực và giá trị về tinh thần để cán bộ, hội viên phụ nữ Bana gắn bó, đoàn kết giúp nhau xóa đói giảm nghèo, xây dựng tổ chức Hội ngày càng vững mạnh","Ôi tôdrong boh ñei, tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM ñông Hoâi mai oh xa Vinh Kim jôh oeng atung pôm lech trong glong tôjroh pôgloh, pôgop tôdrong pôm aên tôdrong pôm boi bôl Naê Hoâ tôpaê ôi y nghia tôpaê oeng giaê tri lôm nöih sôngöm sö kang boâ, hoâi vieân mai oh kon koâng pôtep, ñoan keât tôgum adring tuk bôngot dônuh, tôjung pôm toâ chök Hoâi naêr kang kôjaêp deâh"
"Thời gian tới, Hội LHPN xã Vĩnh Kim chỉ đạo các chi hội cơ sở xác định, để thành công trước hết phải tuyên truyền sao cho hiệu quả, thu hút người nghe, để chị em hiểu được mục đích, ý nghĩa quan trọng của việc học tập và làm theo gương Bác","Lôm jônang truh, Hoâi LHPN xa Vinh Kim pôgôl rim chi hoâi cô sô xac ñinh, sö pôm ñei adrol pôgloh phao pôtho khan aên ôi thu yok, pônhoâm bôngai kôpaêng, sö mai oh baêt ñei muk ñich, y nghia pôgloh ñông tôdrong hok oeng pôm boi nöih sôngöm yaêl arih alöng lieâm HCM"
"Các Chi hội tổ chức tuyên truyền, lồng ghép các buổi nói chuyện chuyên đề về tư tưởng, đạo đức, phong cách Hồ Chí Minh vào nội dung sinh hoạt ở từng tổ, câu lạc bộ như: giao lưu, tọa đàm, hay qua các hội thi, hội thao","Rim chi hoâi pôlok pôtho khan, pôtep rim maêng pôñam bôl chuyeân ñeâ lôm nöih sôngöm yaêl arih alöng lieâm HCM tômöt tôdrong sinh hoat oei rim kôtum, CLB in: giao löu, toa ñam thoi qua rim maêng tôjroh, hoâi thao"
"Qua đó, tạo được sự đồng thuận, nhất trí cao trong toàn thể hội viên để tổ chức thực hiện","Qua noh, pôm ñei tôdrong ñoâng thuaân, nhaât tri ñuoâi lôm ñi ñaêng mai oh sö pôlok pôm"
